reg;date_de_passage;sursaud_cl_age_corona;nbre_pass_corona;nbre_pass_tot;nbre_hospit_corona;nbre_pass_corona_h;nbre_pass_corona_f;nbre_pass_tot_h;nbre_pass_tot_f;nbre_hospit_corona_h;nbre_hospit_corona_f;nbre_acte_corona;nbre_acte_tot;nbre_acte_corona_h;nbre_acte_corona_f;nbre_acte_tot_h;nbre_acte_tot_f
11;2020-08-16;D;4;403;2;;;;;;;4;85;;;;
11;2020-08-16;E;7;661;5;;;;;;;1;161;;;;
11;2020-08-17;0;107;7394;20;51;56;3815;3577;8;12;66;1183;26;39;488;693
11;2020-08-17;A;5;1236;0;;;;;;;4;175;;;;
11;2020-08-17;B;56;3113;6;;;;;;;43;443;;;;
11;2020-08-17;C;30;1651;7;;;;;;;14;236;;;;
11;2020-08-17;D;9;535;3;;;;;;;0;77;;;;
11;2020-08-17;E;7;859;4;;;;;;;3;197;;;;
11;2020-08-18;0;91;6431;21;40;51;3270;3158;12;9;54;1117;32;22;504;611
11;2020-08-18;A;1;1110;0;;;;;;;4;169;;;;
11;2020-08-18;B;50;2690;2;;;;;;;30;447;;;;
11;2020-08-18;C;19;1353;8;;;;;;;12;208;;;;
11;2020-08-18;D;11;495;7;;;;;;;3;73;;;;
11;2020-08-18;E;10;781;4;;;;;;;4;166;;;;
11;2020-08-19;0;114;6610;24;59;55;3478;3132;17;7;54;1085;25;29;459;621
11;2020-08-19;A;1;1125;0;;;;;;;3;135;;;;
11;2020-08-19;B;67;2877;6;;;;;;;36;424;;;;
11;2020-08-19;C;32;1389;7;;;;;;;4;200;;;;
11;2020-08-19;D;9;466;6;;;;;;;5;85;;;;
11;2020-08-19;E;5;753;5;;;;;;;3;189;;;;
11;2020-08-20;0;136;6517;20;68;68;3338;3173;8;12;59;1183;27;32;480;700
11;2020-08-20;A;1;1126;0;;;;;;;4;164;;;;
11;2020-08-20;B;87;2756;5;;;;;;;34;468;;;;
11;2020-08-20;C;28;1380;4;;;;;;;13;236;;;;
11;2020-08-20;D;8;496;2;;;;;;;5;84;;;;
11;2020-08-20;E;12;758;9;;;;;;;3;194;;;;
11;2020-08-21;0;114;6521;18;49;65;3372;3143;8;10;53;1030;31;21;416;610
11;2020-08-21;A;1;1183;0;;;;;;;10;176;;;;
11;2020-08-21;B;70;2752;4;;;;;;;29;356;;;;
11;2020-08-21;C;19;1369;2;;;;;;;9;205;;;;
11;2020-08-21;D;11;453;5;;;;;;;3;66;;;;
11;2020-08-21;E;13;764;7;;;;;;;2;188;;;;
11;2020-08-22;0;103;6198;19;63;40;3230;2968;13;6;68;1374;32;35;598;771
11;2020-08-22;A;0;1107;0;;;;;;;5;289;;;;
11;2020-08-22;B;58;2704;5;;;;;;;41;520;;;;
11;2020-08-22;C;30;1313;7;;;;;;;15;252;;;;
11;2020-08-22;D;9;426;3;;;;;;;4;97;;;;
11;2020-08-22;E;6;647;4;;;;;;;2;166;;;;
11;2020-08-23;0;102;5762;17;50;52;3011;2751;11;6;68;1272;31;37;523;746
11;2020-08-23;A;5;1189;0;;;;;;;0;284;;;;
11;2020-08-23;B;59;2570;6;;;;;;;49;502;;;;
11;2020-08-23;C;25;1132;3;;;;;;;13;245;;;;
11;2020-08-23;D;7;342;2;;;;;;;3;68;;;;
11;2020-08-23;E;6;529;6;;;;;;;3;169;;;;
11;2020-08-24;0;98;7315;22;49;49;3930;3383;14;8;107;1223;45;62;544;678
11;2020-08-24;A;2;1199;0;;;;;;;9;182;;;;
11;2020-08-24;B;66;3301;7;;;;;;;61;520;;;;
11;2020-08-24;C;14;1573;3;;;;;;;25;277;;;;
11;2020-08-24;D;10;508;6;;;;;;;5;70;;;;
11;2020-08-24;E;6;734;6;;;;;;;5;158;;;;
11;2020-08-25;0;115;6389;17;66;49;3387;3000;11;6;102;1219;48;54;510;708
11;2020-08-25;A;4;1084;0;;;;;;;9;192;;;;
11;2020-08-25;B;74;2835;6;;;;;;;59;532;;;;
11;2020-08-25;C;26;1376;4;;;;;;;25;228;;;;
11;2020-08-25;D;4;421;2;;;;;;;0;75;;;;
11;2020-08-25;E;7;673;5;;;;;;;2;141;;;;
11;2020-08-26;0;145;6480;28;76;69;3372;3106;14;14;111;1168;52;58;474;690
11;2020-08-26;A;8;1219;2;;;;;;;13;190;;;;
11;2020-08-26;B;97;2818;12;;;;;;;73;497;;;;
11;2020-08-26;C;26;1336;6;;;;;;;19;230;;;;
11;2020-08-26;D;7;447;3;;;;;;;1;66;;;;
11;2020-08-26;E;7;658;5;;;;;;;5;143;;;;
11;2020-08-27;0;131;6574;21;64;67;3359;3210;15;6;55;1196;26;29;493;701
11;2020-08-27;A;1;1186;0;;;;;;;3;226;;;;
11;2020-08-27;B;74;2792;6;;;;;;;33;496;;;;
11;2020-08-27;C;34;1427;5;;;;;;;11;230;;;;
11;2020-08-27;D;10;446;5;;;;;;;4;77;;;;
11;2020-08-27;E;12;722;5;;;;;;;3;133;;;;
11;2020-08-28;0;135;6553;24;61;74;3405;3147;16;8;80;1124;33;47;463;659
11;2020-08-28;A;2;1179;0;;;;;;;11;201;;;;
11;2020-08-28;B;87;2765;8;;;;;;;47;444;;;;
11;2020-08-28;C;34;1391;6;;;;;;;19;255;;;;
11;2020-08-28;D;6;486;5;;;;;;;0;67;;;;
11;2020-08-28;E;6;732;5;;;;;;;0;129;;;;
11;2020-08-29;0;122;6188;25;53;69;3252;2935;14;11;101;1472;46;55;628;840
11;2020-08-29;A;3;1163;0;;;;;;;17;347;;;;
11;2020-08-29;B;79;2751;9;;;;;;;56;536;;;;
11;2020-08-29;C;28;1259;8;;;;;;;16;279;;;;
11;2020-08-29;D;6;397;2;;;;;;;6;104;;;;
11;2020-08-29;E;6;617;6;;;;;;;3;141;;;;
11;2020-08-30;0;130;6146;22;70;60;3295;2850;14;8;91;1573;46;45;665;907
11;2020-08-30;A;6;1203;0;;;;;;;12;362;;;;
11;2020-08-30;B;81;2812;4;;;;;;;55;627;;;;
11;2020-08-30;C;34;1186;11;;;;;;;17;299;;;;
11;2020-08-30;D;3;365;1;;;;;;;2;71;;;;
11;2020-08-30;E;6;580;6;;;;;;;2;152;;;;
11;2020-08-31;0;153;6869;23;85;68;3671;3197;14;9;89;1447;42;47;579;864
11;2020-08-31;A;1;1285;0;;;;;;;11;270;;;;
11;2020-08-31;B;92;2904;2;;;;;;;57;585;;;;
11;2020-08-31;C;40;1437;8;;;;;;;13;313;;;;
11;2020-08-31;D;9;482;5;;;;;;;2;92;;;;
11;2020-08-31;E;11;761;8;;;;;;;2;143;;;;
11;2020-09-01;0;125;6279;15;68;57;3319;2958;10;5;93;1295;35;58;539;755
11;2020-09-01;A;3;1091;0;;;;;;;9;221;;;;
11;2020-09-01;B;77;2733;4;;;;;;;61;535;;;;
11;2020-09-01;C;32;1355;5;;;;;;;17;280;;;;
11;2020-09-01;D;8;431;4;;;;;;;1;49;;;;
11;2020-09-01;E;5;669;2;;;;;;;0;154;;;;
11;2020-09-02;0;110;6552;23;52;58;3507;3043;11;12;102;1383;52;50;583;799
11;2020-09-02;A;1;1323;0;;;;;;;17;287;;;;
11;2020-09-02;B;68;2785;2;;;;;;;56;572;;;;
11;2020-09-02;C;23;1320;8;;;;;;;21;252;;;;
11;2020-09-02;D;6;433;3;;;;;;;2;69;;;;
11;2020-09-02;E;12;690;10;;;;;;;2;148;;;;
11;2020-09-03;0;162;6859;32;72;90;3625;3234;20;12;126;1502;58;68;646;854
11;2020-09-03;A;3;1403;0;;;;;;;17;362;;;;
11;2020-09-03;B;94;2860;6;;;;;;;79;575;;;;
11;2020-09-03;C;42;1393;9;;;;;;;17;253;;;;
11;2020-09-03;D;16;469;11;;;;;;;5;89;;;;
11;2020-09-03;E;7;734;6;;;;;;;5;180;;;;
11;2020-09-04;0;189;7287;31;88;101;3736;3551;18;13;104;1331;49;55;596;732
11;2020-09-04;A;13;1645;0;;;;;;;21;466;;;;
11;2020-09-04;B;98;2914;3;;;;;;;54;465;;;;
11;2020-09-04;C;52;1439;11;;;;;;;16;211;;;;
11;2020-09-04;D;13;496;7;;;;;;;2;50;;;;
11;2020-09-04;E;13;793;10;;;;;;;3;104;;;;
11;2020-09-05;0;153;6868;28;60;93;3534;3333;13;15;124;1748;60;64;779;963
11;2020-09-05;A;3;1690;0;;;;;;;37;682;;;;
11;2020-09-05;B;81;2826;2;;;;;;;48;516;;;;
11;2020-09-05;C;48;1271;12;;;;;;;21;248;;;;
11;2020-09-05;D;7;431;3;;;;;;;7;73;;;;
11;2020-09-05;E;14;649;11;;;;;;;4;157;;;;
11;2020-09-06;0;151;6958;28;61;90;3796;3162;11;17;123;2078;51;70;919;1147
11;2020-09-06;A;6;1760;1;;;;;;;30;981;;;;
11;2020-09-06;B;80;2955;6;;;;;;;63;601;;;;
11;2020-09-06;C;41;1287;7;;;;;;;17;225;;;;
11;2020-09-06;D;15;371;7;;;;;;;7;76;;;;
11;2020-09-06;E;9;585;7;;;;;;;2;111;;;;
11;2020-09-07;0;178;8170;36;80;98;4352;3816;20;16;175;1802;86;88;816;980
11;2020-09-07;A;5;1990;0;;;;;;;48;713;;;;
11;2020-09-07;B;102;3286;4;;;;;;;91;611;;;;
11;2020-09-07;C;48;1614;16;;;;;;;28;239;;;;
11;2020-09-07;D;11;497;6;;;;;;;2;74;;;;
11;2020-09-07;E;12;783;10;;;;;;;3;101;;;;
11;2020-09-08;0;195;7592;32;97;98;3972;3619;18;14;191;1672;93;98;724;943
11;2020-09-08;A;5;1875;0;;;;;;;47;588;;;;
11;2020-09-08;B;112;3034;5;;;;;;;102;630;;;;
11;2020-09-08;C;53;1486;17;;;;;;;28;228;;;;
11;2020-09-08;D;17;447;6;;;;;;;6;60;;;;
11;2020-09-08;E;8;749;4;;;;;;;4;99;;;;
11;2020-09-09;0;184;7904;25;71;113;4188;3716;17;8;227;1774;96;131;806;962
11;2020-09-09;A;7;2108;0;;;;;;;51;649;;;;
11;2020-09-09;B;120;3209;6;;;;;;;127;611;;;;
11;2020-09-09;C;36;1431;5;;;;;;;36;261;;;;
11;2020-09-09;D;8;458;4;;;;;;;4;62;;;;
11;2020-09-09;E;13;698;10;;;;;;;2;113;;;;
11;2020-09-10;0;276;8159;40;132;144;4232;3923;30;10;209;1875;90;118;794;1073
11;2020-09-10;A;23;2264;1;;;;;;;63;845;;;;
11;2020-09-10;B;158;3269;11;;;;;;;104;607;;;;
11;2020-09-10;C;66;1468;9;;;;;;;26;204;;;;
11;2020-09-10;D;19;459;11;;;;;;;4;51;;;;
11;2020-09-10;E;10;699;8;;;;;;;6;105;;;;
11;2020-09-11;0;279;8157;47;117;162;4169;3985;26;21;189;1731;92;94;772;954
11;2020-09-11;A;18;2217;0;;;;;;;56;694;;;;
11;2020-09-11;B;150;3214;7;;;;;;;94;583;;;;
11;2020-09-11;C;74;1504;19;;;;;;;26;225;;;;
11;2020-09-11;D;22;493;9;;;;;;;4;65;;;;
11;2020-09-11;E;15;729;12;;;;;;;4;113;;;;
11;2020-09-12;0;248;7485;37;106;142;4041;3442;16;21;200;2032;93;105;887;1140
11;2020-09-12;A;16;1875;0;;;;;;;51;756;;;;
11;2020-09-12;B;146;3177;10;;;;;;;106;711;;;;
11;2020-09-12;C;61;1339;14;;;;;;;22;252;;;;
11;2020-09-12;D;13;440;4;;;;;;;4;78;;;;
11;2020-09-12;E;12;654;9;;;;;;;8;162;;;;
11;2020-09-13;0;235;7236;41;111;124;3925;3308;23;18;281;2400;123;156;1084;1309
11;2020-09-13;A;17;1783;1;;;;;;;81;997;;;;
11;2020-09-13;B;140;3171;11;;;;;;;128;783;;;;
11;2020-09-13;C;46;1292;12;;;;;;;52;320;;;;
11;2020-09-13;D;13;407;4;;;;;;;4;78;;;;
11;2020-09-13;E;19;582;13;;;;;;;9;145;;;;
11;2020-09-14;0;393;8968;73;202;191;4744;4224;52;21;334;2097;140;193;940;1154
11;2020-09-14;A;31;2233;1;;;;;;;93;723;;;;
11;2020-09-14;B;207;3689;16;;;;;;;168;805;;;;
11;2020-09-14;C;106;1705;22;;;;;;;50;304;;;;
11;2020-09-14;D;27;579;19;;;;;;;4;72;;;;
11;2020-09-14;E;22;762;15;;;;;;;6;109;;;;
11;2020-09-15;0;345;8098;67;182;161;4231;3860;43;24;221;1544;96;125;643;899
11;2020-09-15;A;18;1963;0;;;;;;;40;473;;;;
11;2020-09-15;B;204;3481;12;;;;;;;131;651;;;;
11;2020-09-15;C;81;1475;30;;;;;;;28;211;;;;
11;2020-09-15;D;16;468;8;;;;;;;9;55;;;;
11;2020-09-15;E;26;712;17;;;;;;;2;94;;;;
11;2020-09-16;0;322;8123;59;148;174;4268;3854;29;30;211;1695;96;115;761;933
11;2020-09-16;A;21;1955;2;;;;;;;28;498;;;;
11;2020-09-16;B;175;3511;8;;;;;;;118;683;;;;
11;2020-09-16;C;86;1493;22;;;;;;;37;237;;;;
11;2020-09-16;D;22;457;12;;;;;;;9;70;;;;
11;2020-09-16;E;18;707;15;;;;;;;5;128;;;;
11;2020-09-17;0;384;8027;70;179;205;4075;3951;47;23;194;1828;99;94;801;1023
11;2020-09-17;A;18;1983;1;;;;;;;54;591;;;;
11;2020-09-17;B;218;3384;17;;;;;;;100;716;;;;
11;2020-09-17;C;88;1469;17;;;;;;;27;270;;;;
11;2020-09-17;D;29;481;12;;;;;;;0;65;;;;
11;2020-09-17;E;31;710;23;;;;;;;4;130;;;;
11;2020-09-18;0;353;8189;69;167;185;4273;3913;35;34;151;1537;63;88;656;879
11;2020-09-18;A;10;2014;1;;;;;;;24;447;;;;
11;2020-09-18;B;188;3280;13;;;;;;;77;562;;;;
11;2020-09-18;C;105;1581;26;;;;;;;36;252;;;;
11;2020-09-18;D;32;542;16;;;;;;;4;76;;;;
11;2020-09-18;E;18;771;13;;;;;;;4;145;;;;
11;2020-09-19;0;288;7654;60;144;144;4053;3600;35;25;197;1835;90;106;796;1033
11;2020-09-19;A;13;1786;0;;;;;;;38;522;;;;
11;2020-09-19;B;150;3228;12;;;;;;;100;687;;;;
11;2020-09-19;C;83;1444;20;;;;;;;33;286;;;;
11;2020-09-19;D;22;470;15;;;;;;;9;104;;;;
11;2020-09-19;E;20;726;13;;;;;;;9;162;;;;
11;2020-09-20;0;220;7234;63;106;114;3890;3343;37;26;210;2117;92;118;919;1190
11;2020-09-20;A;9;1762;0;;;;;;;33;652;;;;
11;2020-09-20;B;97;3246;8;;;;;;;121;786;;;;
11;2020-09-20;C;72;1322;27;;;;;;;34;327;;;;
11;2020-09-20;D;23;374;12;;;;;;;6;84;;;;
11;2020-09-20;E;19;530;16;;;;;;;6;149;;;;
11;2020-09-21;0;307;8601;79;169;138;4481;4117;56;23;215;1763;105;110;793;966
11;2020-09-21;A;9;1940;0;;;;;;;31;465;;;;
11;2020-09-21;B;144;3662;8;;;;;;;121;719;;;;
11;2020-09-21;C;100;1672;35;;;;;;;47;318;;;;
11;2020-09-21;D;27;561;18;;;;;;;3;84;;;;
11;2020-09-21;E;27;766;18;;;;;;;7;124;;;;
11;2020-09-22;0;263;7719;71;138;125;4080;3639;42;29;178;1644;84;94;715;928
11;2020-09-22;A;6;1761;0;;;;;;;21;356;;;;
11;2020-09-22;B;134;3270;10;;;;;;;94;708;;;;
11;2020-09-22;C;79;1492;30;;;;;;;42;300;;;;
11;2020-09-22;D;15;476;8;;;;;;;6;73;;;;
11;2020-09-22;E;29;720;23;;;;;;;8;129;;;;
11;2020-09-23;0;271;7588;73;136;135;3964;3623;44;29;186;1678;94;92;712;961
11;2020-09-23;A;3;1700;0;;;;;;;26;401;;;;
11;2020-09-23;B;142;3188;9;;;;;;;101;663;;;;
11;2020-09-23;C;70;1472;25;;;;;;;37;298;;;;
11;2020-09-23;D;26;479;15;;;;;;;8;94;;;;
11;2020-09-23;E;30;749;24;;;;;;;8;157;;;;
11;2020-09-24;0;244;7176;73;129;115;3703;3472;42;31;142;1494;66;76;662;832
11;2020-09-24;A;8;1673;0;;;;;;;26;386;;;;
11;2020-09-24;B;115;2970;18;;;;;;;70;555;;;;
11;2020-09-24;C;74;1405;32;;;;;;;36;268;;;;
11;2020-09-24;D;26;459;11;;;;;;;4;75;;;;
11;2020-09-24;E;21;669;12;;;;;;;3;150;;;;
11;2020-09-25;0;243;6803;74;130;113;3539;3260;41;33;121;1378;49;71;604;773
11;2020-09-25;A;4;1462;0;;;;;;;16;348;;;;
11;2020-09-25;B;115;2800;13;;;;;;;66;582;;;;
11;2020-09-25;C;74;1372;24;;;;;;;28;228;;;;
11;2020-09-25;D;26;483;17;;;;;;;4;63;;;;
11;2020-09-25;E;24;686;20;;;;;;;1;111;;;;
11;2020-09-26;0;222;6559;75;123;99;3512;3041;50;25;140;1668;55;85;699;965
11;2020-09-26;A;4;1377;0;;;;;;;11;444;;;;
11;2020-09-26;B;92;2710;14;;;;;;;82;619;;;;
11;2020-09-26;C;80;1319;27;;;;;;;29;290;;;;
11;2020-09-26;D;15;462;9;;;;;;;9;91;;;;
11;2020-09-26;E;31;690;25;;;;;;;8;170;;;;
11;2020-09-27;0;176;5996;60;93;83;3125;2871;32;28;156;1835;77;79;791;1041
11;2020-09-27;A;1;1332;0;;;;;;;19;532;;;;
11;2020-09-27;B;73;2631;9;;;;;;;81;668;;;;
11;2020-09-27;C;59;1106;26;;;;;;;36;305;;;;
11;2020-09-27;D;16;347;4;;;;;;;4;101;;;;
11;2020-09-27;E;27;580;21;;;;;;;4;149;;;;
11;2020-09-28;0;254;7541;75;135;119;3946;3595;44;31;210;1821;99;110;744;1072
11;2020-09-28;A;3;1567;0;;;;;;;27;466;;;;
11;2020-09-28;B;114;3188;11;;;;;;;126;750;;;;
11;2020-09-28;C;75;1555;28;;;;;;;38;334;;;;
11;2020-09-28;D;29;484;13;;;;;;;4;61;;;;
11;2020-09-28;E;33;747;23;;;;;;;5;141;;;;
11;2020-09-29;0;213;6812;85;114;99;3548;3264;57;28;148;1544;73;75;634;906
11;2020-09-29;A;6;1434;0;;;;;;;16;345;;;;
11;2020-09-29;B;78;2836;9;;;;;;;92;635;;;;
11;2020-09-29;C;86;1422;43;;;;;;;18;271;;;;
11;2020-09-29;D;21;453;18;;;;;;;4;73;;;;
11;2020-09-29;E;22;667;15;;;;;;;7;164;;;;
11;2020-09-30;0;251;6819;77;137;114;3552;3265;47;30;155;1597;64;91;657;937
11;2020-09-30;A;7;1448;0;;;;;;;13;359;;;;
11;2020-09-30;B;110;2792;10;;;;;;;94;646;;;;
11;2020-09-30;C;73;1355;27;;;;;;;29;275;;;;
11;2020-09-30;D;32;484;18;;;;;;;6;98;;;;
11;2020-09-30;E;29;740;22;;;;;;;6;161;;;;
11;2020-10-01;0;266;6878;82;132;134;3480;3396;51;31;133;1473;68;65;647;824
11;2020-10-01;A;7;1488;0;;;;;;;15;391;;;;
11;2020-10-01;B;111;2864;6;;;;;;;66;555;;;;
11;2020-10-01;C;85;1332;31;;;;;;;30;255;;;;
11;2020-10-01;D;32;465;22;;;;;;;8;74;;;;
11;2020-10-01;E;31;729;23;;;;;;;10;165;;;;
11;2020-10-02;0;210;6760;67;113;97;3472;3284;39;28;139;1406;63;76;622;783
11;2020-10-02;A;1;1352;0;;;;;;;16;355;;;;
11;2020-10-02;B;89;2707;9;;;;;;;81;513;;;;
11;2020-10-02;C;60;1403;19;;;;;;;28;256;;;;
11;2020-10-02;D;29;511;14;;;;;;;7;91;;;;
11;2020-10-02;E;31;787;25;;;;;;;1;145;;;;
11;2020-10-03;0;247;6313;82;132;115;3248;3064;45;37;161;1650;70;91;696;954
11;2020-10-03;A;10;1342;1;;;;;;;13;416;;;;
11;2020-10-03;B;96;2619;9;;;;;;;79;583;;;;
11;2020-10-03;C;73;1242;24;;;;;;;45;293;;;;
11;2020-10-03;D;38;414;24;;;;;;;14;94;;;;
11;2020-10-03;E;30;696;24;;;;;;;6;197;;;;
11;2020-10-04;0;204;5937;71;100;104;3182;2753;41;30;194;1840;92;102;787;1049
11;2020-10-04;A;1;1313;0;;;;;;;19;514;;;;
11;2020-10-04;B;87;2591;8;;;;;;;103;683;;;;
11;2020-10-04;C;63;1112;23;;;;;;;49;315;;;;
11;2020-10-04;D;25;351;15;;;;;;;7;99;;;;
11;2020-10-04;E;28;569;25;;;;;;;11;164;;;;
11;2020-10-05;0;299;7453;94;164;135;3873;3580;61;33;206;1735;106;100;757;971
11;2020-10-05;A;6;1601;1;;;;;;;29;433;;;;
11;2020-10-05;B;129;3061;8;;;;;;;115;716;;;;
11;2020-10-05;C;94;1492;43;;;;;;;42;308;;;;
11;2020-10-05;D;31;487;17;;;;;;;9;82;;;;
11;2020-10-05;E;39;812;25;;;;;;;6;136;;;;
11;2020-10-06;0;255;6880;83;124;131;3598;3281;44;39;223;1594;106;116;694;897
11;2020-10-06;A;8;1429;1;;;;;;;33;379;;;;
11;2020-10-06;B;104;2935;6;;;;;;;131;698;;;;
11;2020-10-06;C;73;1307;28;;;;;;;37;275;;;;
11;2020-10-06;D;32;466;19;;;;;;;5;70;;;;
11;2020-10-06;E;38;743;29;;;;;;;7;134;;;;
11;2020-10-07;0;282;6895;86;143;139;3602;3291;52;34;214;1613;104;110;683;928
11;2020-10-07;A;0;1555;0;;;;;;;22;366;;;;
11;2020-10-07;B;148;2775;20;;;;;;;124;652;;;;
11;2020-10-07;C;67;1371;27;;;;;;;49;329;;;;
11;2020-10-07;D;27;449;11;;;;;;;7;77;;;;
11;2020-10-07;E;40;745;28;;;;;;;3;137;;;;
11;2020-10-08;0;297;7040;100;152;145;3584;3454;64;36;165;1571;79;86;683;886
11;2020-10-08;A;6;1702;0;;;;;;;19;406;;;;
11;2020-10-08;B;149;2819;21;;;;;;;87;626;;;;
11;2020-10-08;C;77;1371;29;;;;;;;41;253;;;;
11;2020-10-08;D;26;412;16;;;;;;;9;79;;;;
11;2020-10-08;E;39;736;34;;;;;;;5;164;;;;
11;2020-10-09;0;297;7023;105;149;148;3660;3362;59;46;169;1393;81;88;599;791
11;2020-10-09;A;8;1645;0;;;;;;;19;361;;;;
11;2020-10-09;B;129;2756;12;;;;;;;84;520;;;;
11;2020-10-09;C;86;1386;39;;;;;;;35;233;;;;
11;2020-10-09;D;33;455;25;;;;;;;8;97;;;;
11;2020-10-09;E;41;780;29;;;;;;;10;135;;;;
11;2020-10-10;0;282;6447;79;155;127;3422;3023;49;30;216;1686;97;118;725;955
11;2020-10-10;A;3;1448;0;;;;;;;20;473;;;;
11;2020-10-10;B;123;2622;9;;;;;;;105;617;;;;
11;2020-10-10;C;96;1243;26;;;;;;;52;290;;;;
11;2020-10-10;D;26;438;17;;;;;;;12;83;;;;
11;2020-10-10;E;34;696;27;;;;;;;17;165;;;;
11;2020-10-11;0;302;6361;99;156;146;3414;2947;60;39;196;1853;76;119;838;1011
11;2020-10-11;A;4;1454;0;;;;;;;18;589;;;;
11;2020-10-11;B;119;2715;14;;;;;;;106;646;;;;
11;2020-10-11;C;99;1196;30;;;;;;;53;302;;;;
11;2020-10-11;D;25;377;16;;;;;;;7;85;;;;
11;2020-10-11;E;55;619;39;;;;;;;5;157;;;;
11;2020-10-12;0;364;7507;116;173;191;3995;3512;74;42;275;1874;119;156;802;1072
11;2020-10-12;A;5;1671;1;;;;;;;25;460;;;;
11;2020-10-12;B;161;3120;17;;;;;;;152;763;;;;
11;2020-10-12;C;111;1483;39;;;;;;;61;349;;;;
11;2020-10-12;D;49;537;28;;;;;;;15;89;;;;
11;2020-10-12;E;38;696;31;;;;;;;10;166;;;;
11;2020-10-13;0;399;6726;127;202;197;3468;3257;79;48;241;1638;115;126;722;914
11;2020-10-13;A;4;1422;0;;;;;;;32;418;;;;
11;2020-10-13;B;170;2812;13;;;;;;;120;679;;;;
11;2020-10-13;C;121;1341;43;;;;;;;62;282;;;;
11;2020-10-13;D;47;455;30;;;;;;;9;77;;;;
11;2020-10-13;E;57;696;41;;;;;;;10;129;;;;
11;2020-10-14;0;341;6502;99;188;153;3372;3129;58;41;221;1631;110;111;703;927
11;2020-10-14;A;6;1347;0;;;;;;;15;396;;;;
11;2020-10-14;B;158;2722;8;;;;;;;116;668;;;;
11;2020-10-14;C;108;1303;40;;;;;;;58;293;;;;
11;2020-10-14;D;28;452;14;;;;;;;10;88;;;;
11;2020-10-14;E;41;678;37;;;;;;;11;140;;;;
11;2020-10-15;0;329;6689;118;172;157;3455;3233;73;45;217;1531;106;111;666;863
11;2020-10-15;A;5;1581;0;;;;;;;26;421;;;;
11;2020-10-15;B;130;2629;14;;;;;;;96;569;;;;
11;2020-10-15;C;102;1280;44;;;;;;;77;285;;;;
11;2020-10-15;D;41;467;18;;;;;;;4;68;;;;
11;2020-10-15;E;51;731;42;;;;;;;9;137;;;;
11;2020-10-16;0;377;6539;130;203;174;3405;3134;88;42;169;1405;75;94;591;814
11;2020-10-16;A;7;1508;0;;;;;;;12;375;;;;
11;2020-10-16;B;151;2550;15;;;;;;;83;525;;;;
11;2020-10-16;C;119;1289;42;;;;;;;50;257;;;;
11;2020-10-16;D;50;468;35;;;;;;;16;82;;;;
11;2020-10-16;E;50;724;38;;;;;;;5;132;;;;
11;2020-10-17;0;357;6193;122;173;184;3205;2987;72;50;206;1717;104;101;780;929
11;2020-10-17;A;6;1283;1;;;;;;;22;494;;;;
11;2020-10-17;B;147;2522;15;;;;;;;111;590;;;;
11;2020-10-17;C;119;1280;41;;;;;;;49;292;;;;
11;2020-10-17;D;43;449;31;;;;;;;11;98;;;;
11;2020-10-17;E;42;659;34;;;;;;;8;180;;;;
11;2020-10-18;0;287;5707;95;143;144;2958;2747;52;43;220;1754;86;134;778;975
11;2020-10-18;A;8;1263;1;;;;;;;13;569;;;;
11;2020-10-18;B;111;2335;10;;;;;;;116;603;;;;
11;2020-10-18;C;92;1148;34;;;;;;;59;290;;;;
11;2020-10-18;D;42;377;24;;;;;;;19;102;;;;
11;2020-10-18;E;34;584;26;;;;;;;6;141;;;;
11;2020-10-19;0;476;6952;164;252;224;3685;3266;108;56;226;1641;116;110;731;904
11;2020-10-19;A;8;1333;1;;;;;;;15;375;;;;
11;2020-10-19;B;162;2670;10;;;;;;;109;625;;;;
11;2020-10-19;C;173;1547;65;;;;;;;69;333;;;;
11;2020-10-19;D;56;564;39;;;;;;;14;90;;;;
11;2020-10-19;E;77;838;49;;;;;;;11;169;;;;
11;2020-10-20;0;404;6222;156;220;184;3242;2979;102;54;226;1452;114;112;627;825
11;2020-10-20;A;7;1201;0;;;;;;;14;342;;;;
11;2020-10-20;B;127;2516;15;;;;;;;130;570;;;;
11;2020-10-20;C;133;1316;49;;;;;;;54;269;;;;
11;2020-10-20;D;68;449;43;;;;;;;8;79;;;;
11;2020-10-20;E;69;739;49;;;;;;;10;138;;;;
11;2020-10-21;0;470;6516;168;246;224;3336;3180;104;64;217;1520;96;121;677;843
11;2020-10-21;A;8;1191;0;;;;;;;10;315;;;;
11;2020-10-21;B;183;2663;19;;;;;;;112;583;;;;
11;2020-10-21;C;136;1415;48;;;;;;;61;313;;;;
11;2020-10-21;D;72;497;48;;;;;;;12;84;;;;
11;2020-10-21;E;71;749;53;;;;;;;14;182;;;;
11;2020-10-22;0;499;6615;186;244;255;3479;3134;106;80;207;1480;104;102;639;839
11;2020-10-22;A;4;1273;2;;;;;;;8;312;;;;
11;2020-10-22;B;193;2666;25;;;;;;;99;577;;;;
11;2020-10-22;C;159;1399;60;;;;;;;63;291;;;;
11;2020-10-22;D;63;493;40;;;;;;;22;121;;;;
11;2020-10-22;E;80;783;59;;;;;;;13;150;;;;
11;2020-10-23;0;478;6581;168;244;234;3346;3232;102;66;182;1317;78;104;563;751
11;2020-10-23;A;5;1212;0;;;;;;;3;267;;;;
11;2020-10-23;B;188;2681;26;;;;;;;94;496;;;;
